3.175925723916458998e-01,3.223010533295878610e-01,3.617433331164591204e-01
7.658112043050888107e-02,8.361481671031491258e-02,1.311670029861353171e-01
2.855391481265476261e-02,2.948628196069973811e-02,7.426997506498655977e-02
5.548659920167415410e-02,5.666130277790529246e-02,1.043877388126347588e-01
1.787755321395755326e-01,1.803551049098660597e-01,2.246532841982109840e-01
4.088531773323170193e-02,5.609213175586635208e-02,9.324886950519349627e-02
6.799870537775190571e-02,5.910476755956903944e-02,1.269842120104872629e-01
9.554654952836776072e-02,9.238150435542849537e-02,1.514638441951008385e-01
1.020031237605681373e-01,9.287549098335581843e-02,1.598120499010740880e-01
3.237682826335974151e-01,3.057250441475231062e-01,3.740319835818813887e-01
4.813738483870113466e-02,5.119813992767022204e-02,9.801282114294813941e-02
9.559726537708064520e-02,1.026444071246535583e-01,1.438944204305619423e-01
1.224031654828600935e-01,1.322043005771195712e-01,1.738629566352848932e-01
2.885539690670911317e-01,3.066641438566949374e-01,3.341217022574974327e-01
8.256770090198078949e-02,9.362832521490600801e-02,1.256829015584990661e-01
6.204180807919872087e-02,6.856348636364216487e-02,1.091910032554564147e-01
3.953121289629960011e-02,5.012403448677633239e-02,8.945958739701542761e-02
1.737757346387820701e-01,1.968686028277606137e-01,2.182363601408362497e-01
5.136913174410917549e-01,4.776850362483550105e-01,5.524982392679338439e-01
2.529587391424138465e-01,2.346626669260165332e-01,3.072080677406184845e-01
2.313783453827980285e-01,2.189385962438929467e-01,2.886275799209515602e-01
3.564297596032535709e-01,3.400074370453677330e-01,3.973981207220841361e-01
7.255004470566379926e-02,7.160776023671479307e-02,1.246867546154916545e-01
9.808873544574642223e-02,9.364526496265353217e-02,1.510233510206882013e-01
4.820798251411878566e-02,4.833365861069162384e-02,1.038514177752206669e-01
2.443174395783942743e-01,2.384237615246740938e-01,2.861612625183515557e-01
6.368869376009653194e-04,-3.843020464122404731e-05,5.095297886583131930e-02
-1.277461954191157559e-02,-4.957129504915841998e-03,4.224817714323966106e-02
6.877660331133232663e-03,1.689563006207717502e-02,5.716479804139110166e-02
2.612232786386526895e-01,2.446709885447281296e-01,3.164991493877645223e-01
2.118993221901478152e-01,2.015583846631693599e-01,2.689117932029713165e-01
5.896780501492793897e-02,5.815295268184703797e-02,1.093665724910319603e-01
3.538956567003982978e-01,3.609735754473980540e-01,3.959494459630873986e-01
1.315424178091030571e-01,1.307019392928335522e-01,1.841458791237664538e-01
9.431910075009028449e-02,1.008035607584202159e-01,1.475695836066597821e-01
6.926425872369144920e-02,7.499367060050762812e-02,1.131769117340346853e-01
2.992761192910188273e-01,3.072476462229373761e-01,3.431274860660090131e-01
2.945955990642144806e-02,3.687969002336959068e-02,8.104968629117750845e-02
3.237368743284434192e-02,4.967563652882692193e-02,8.224197750583439603e-02
6.191350984550398895e-01,5.566173599401920136e-01,6.589307388023215584e-01
5.919958549104760437e-02,6.687784806300894891e-02,1.135439313994502375e-01
7.712624040763890743e-02,6.991046195916862660e-02,1.322043777835783251e-01
3.764459370216542422e-01,3.584063772826028282e-01,4.245531204704943162e-01
1.175919516024740985e-01,1.185410946605656018e-01,1.737570891801026307e-01
1.103905023815538455e-01,1.165804095668388912e-01,1.581590580546503588e-01
1.281436313637897562e-01,1.255797694535718823e-01,1.848474569926569500e-01
3.060719450887288140e-01,3.069815095966572649e-01,3.533100681411693311e-01
1.431094462974818737e-01,1.606745972246745591e-01,2.000676952849760881e-01
8.550697229351107709e-02,9.081213967600497428e-02,1.417574409734376484e-01
9.423091202090232155e-02,9.520593121918141666e-02,1.516631461605519038e-01
1.337247937971240419e-01,1.289182429077669056e-01,1.891036005445588808e-01
3.318176395746982865e-01,3.211319497767357034e-01,3.814832382248223297e-01
8.912950361509833219e-02,9.361783738804740906e-02,1.378250788738898114e-01
1.106263450188527536e-01,1.109501641719024267e-01,1.658105468176286346e-01
9.326479652901535633e-02,9.710220136882054265e-02,1.509564714682560538e-01
3.873434384273395370e-01,3.805832261992220245e-01,4.325718151069763984e-01
6.869141482810716681e-01,6.595458119821769882e-01,7.166307206387416695e-01
5.300876269675284247e-01,5.282408330800847374e-01,5.608992189740380496e-01
6.188999039700836535e-01,5.962708239376119934e-01,6.490261250201492249e-01
4.946343899497765428e-01,4.892274326013710817e-01,5.291000471387817816e-01
3.570266652990455869e-01,3.571809986683908145e-01,3.939607711767994513e-01
4.578929589486465113e-01,4.522604875744998254e-01,4.929505393771374533e-01
4.526519037323121775e-01,4.688332256121894859e-01,4.886333754650850625e-01
7.099134586666665525e-01,6.799604417106430709e-01,7.358160102526218882e-01
7.582486288694288978e-01,7.111202541407888322e-01,7.846648597752018395e-01
3.855103711665286981e-01,3.922382180223564774e-01,4.234286080254683338e-01
6.110114382631894880e-01,5.914537126154499891e-01,6.406587667502215977e-01
4.911482443408677900e-01,4.838147740442854117e-01,5.264530266804761105e-01
3.895119640338502998e-01,4.141109011123604300e-01,4.261371662024913132e-01
7.914242847366724787e-01,7.504577458042656080e-01,8.164648473448397059e-01
4.084907394539945558e-01,4.192333604558703963e-01,4.445686177139184792e-01
4.134271580522838052e-01,4.175667263401642293e-01,4.475539489865982823e-01
6.791258416036329848e-01,6.621358938336812106e-01,7.066172465725589769e-01
3.563434119702787450e-01,3.890996555567596271e-01,3.914402061199739324e-01
4.793316125370126191e-01,4.786642780156643018e-01,5.154527099952854741e-01
4.654813608355903298e-01,4.602782899594167754e-01,5.000372200894769303e-01
5.949551652495363996e-01,5.787860626625122018e-01,6.268915303697546459e-01
6.095071410594841144e-01,6.244405019135814694e-01,6.377978194275207846e-01
7.311815459494857006e-01,7.204907455249585091e-01,7.548989632459675025e-01
8.511108505732701834e-01,8.269531466735432490e-01,8.727425132232136118e-01
5.149142798449887204e-01,5.519131808665660444e-01,5.427384636494142489e-01
7.602027686579706511e-01,7.308174983470168140e-01,7.866313867948524496e-01
7.163520259276499047e-01,7.119304684116993798e-01,7.418616993790653202e-01
5.909442846836771013e-01,6.047494038084066936e-01,6.203989745418424517e-01
